account_id,line_type,amount,fee,valuation,cash_flow,month_start_mv,month_end_mv
S002938,TRADE,125.82,0.0,-71.22,197.03,8450.17,8574.32
S002538,TRADE,-189.95,0.0,-96.36,-93.59,18360.18,18146.23
S002328,DIVIDEND,-84.55,0.0,4026.9120000000003,-126.65,0.0,15134.56
S002428,TRADE,175.79,0.0,-10.45,186.24,10561.47,10719.53
S003143,INTEREST,-282.85,0.0,18.24,-301.09,13249.95,12977.48
S003120,TRADE,-427.62,0.0,-346.3,-81.32,18585.63,18166.77
S002659,DIVIDEND,912.42,0.0,800.6,111.82,31329.91,32234.52
S002821,DIVIDEND,662.59,0.0,591.19,71.4,16814.71,17449.78
S002713,TRADE,-229.09,0.0,-42.1,-186.99,5331.99,5110.33
S002352,DIVIDEND,322.82,0.0,94.14,228.68,17405.57,17737.68
S003023,TRADE,280.7,0.0,138.75,141.95,5950.85,6235.44
S002182,TRADE,99.56,0.0,-131.97,231.54,29448.82,29549.04
S002683,TRADE,245.47,0.0,-165.37,410.84,19112.12,19344.52
S002720,TRADE,170.09,0.0,392.02,-221.93,13999.86,14182.2
S003102,ADJUSTMENT,-338.02,-13.19,-133.02,-191.81,12059.96,11709.26
S002466,TRADE,113.15,0.0,246.33,-133.19,9022.36,9149.81
S002648,TRADE,72.53,0.0,526.23,-453.69,18852.25,18887.39
S002626,INTEREST,82.09,0.0,-120.72,202.81,6730.38,6816.61
S002207,TRADE,724.56,0.0,241.72,482.84,36071.92,36768.34
S002185,DIVIDEND,289.43,0.0,229.77,59.66,9795.01,10080.24
S002831,DIVIDEND,-539.42,0.0,-50.18,-489.23,28294.52,27774.57
S002640,DIVIDEND,785.13,0.0,185.76,599.37,11359.41,12151.67
S003018,TRADE,-409.55,0.0,-475.26,65.71,41936.57,41470.2
S002381,TRADE,-658.36,0.0,-338.28,-320.08,16382.62,15724.05
S002783,TRADE,-245.93,0.0,20.1,-266.03,19243.89,18982.11
S002414,TRADE,1434.72,0.0,159.83,1274.89,21639.0,23088.23
S002542,INTEREST,641.45,0.0,246.58,394.87,26663.78,27320.86
S002994,TRADE,63.69,0.0,6.96,56.74,3492.92,3559.04
S002718,DIVIDEND,-136.2,0.0,-220.12,83.92,5156.51,5025.16
S002690,TRADE,-616.15,0.0,6.98,-623.14,22118.52,21493.03
S002896,FEE,94.59,-10.52,65.95,39.15,9752.01,9850.71
S002740,DIVIDEND,-535.74,0.0,-416.2,-119.54,11556.27,11028.23
S002326,FEE,112.73,-604.1775,76.03,41.15,12083.55,12212.7
S002345,DIVIDEND,-495.37,0.0,-139.52,-355.85,11226.34,10720.44
S002661,TRADE,1264.82,0.0,1075.05,189.76,33264.53,34502.42
S002032,DIVIDEND,390.74,0.0,193.39,197.35,9477.48,9852.02
S002228,TRADE,251.08,0.0,-220.26,471.33,15725.71,15984.28
S002388,TRADE,152.41,0.0,57.48,94.92,4451.76,4606.92
S003191,TRADE,404.98,0.0,-34.27,439.25,19953.2,20354.08
S002635,TRADE,-295.05,0.0,164.18,-459.23,19133.0,18832.87
S003036,DIVIDEND,493.41,0.0,128.1,365.31,30130.15,30577.9
S003147,ADJUSTMENT,103.71,-0.68,177.19,-72.8,7537.23,7643.95
S002606,TRADE,22.81,0.0,12.3,10.51,9935.28,9955.79
S003146,TRADE,-355.83,-398.6115,-130.53,-225.29,7972.23,7616.25
S003102,DIVIDEND,-2924.26,0.0,-1930.65,-993.61,73774.79,70763.42
S002364,TRADE,-818.47,0.0,-293.8,-524.68,15209.92,14400.38
S002815,TRADE,433.23,0.0,543.55,-110.32,9828.32,10263.54
S002155,TRADE,-33.84,0.0,566.0,-599.84,21321.5,21286.97
S002406,FEE,163.84,-8.14,158.57,13.41,7146.9,7321.81
S002191,FEE,-112.01,-7.0,94.93,-199.95,11481.46,11378.83
S002185,INTEREST,-183.63,0.0,180.79,-364.42,10145.66,9955.04
S002828,INTEREST,-399.92,0.0,-365.59,-34.33,13583.97,13187.81
S002539,FEE,-128.25,-6.04,31.65,-153.86,9206.61,9084.41
S002298,TRADE,-83.38,0.0,-44.93,-38.45,11596.02,11508.12
S002696,FEE,-12.14,-12.61,311.13,-310.67,10961.25,10966.08
S003091,TRADE,-302.11,0.0,30.94,-333.05,18099.46,17775.88
S002724,TRADE,11.05,0.0,-130.41,141.46,25032.44,25061.76
S002812,FEE,449.97,-3.18,274.62,178.53,7996.98,8443.88
S002272,TRADE,62.82,0.0,115.42,-52.6,5602.37,5674.88
S002788,ADJUSTMENT,706.37,-4.89,564.24,147.01,18128.61,18833.93
S002212,TRADE,-584.63,0.0,-312.71,-271.92,22277.87,21659.53
S002601,ADJUSTMENT,-474.17,-46.46,470.66,-898.37,42285.66,41711.99
S003167,DIVIDEND,-264.34,0.0,-147.94,-116.4,6927.51,6652.99
S002168,INTEREST,-461.02,0.0,-88.87,-372.15,18125.34,17667.74
S002663,TRADE,469.85,0.0,549.85,-79.99,32039.19,32521.16
S002460,FEE,1025.28,-54.82,770.89,309.21,69667.87,70598.11
S002906,TRADE,-226.51,0.0,18.43,-244.94,5394.02,5169.56
S002083,FEE,-80.09,-3.79,92.9,-169.2,5573.5,5497.39
S002503,INTEREST,-337.73,0.0,-723.3,385.57,28618.54,28325.57
S003122,TRADE,69.55,0.0,-1.45,71.0,8188.07,8265.92
S002317,FEE,43.65,-0.78,2.86,41.57,1855.78,1899.43
S002560,FEE,71.42,-8.91,-147.66,227.99,10796.11,10886.88
S002053,TRADE,-212.99,0.0,-89.67,-123.32,7675.39,7472.54
S003012,TRADE,1135.98,0.0,120.92,1015.06,23720.98,24839.79
S002459,TRADE,374.17,0.0,139.41,234.76,20802.19,21149.91
S002448,FEE,415.5,-3.8,-64.56,483.86,10422.26,10833.71
S002502,FEE,-160.14,-12.88,57.7,-204.96,19649.31,19460.49
S002462,TRADE,163.47,0.0,176.31,-12.84,18269.41,18418.72
S002901,TRADE,-325.36,0.0,137.29,-462.65,21853.83,21540.02
S002442,TRADE,-142.35,0.0,-109.39,-32.95,13599.52,13464.23
S002297,TRADE,256.98,0.0,258.69,-1.71,8377.09,8630.6
S002025,DIVIDEND,555.86,0.0,496.16,59.7,14816.69,15376.57
S002607,TRADE,110.24,0.0,508.8,-398.56,20906.11,21009.77
S002499,ADJUSTMENT,295.75,-9.19,252.69,52.24,18099.01,18425.57
S002042,TRADE,57.81,0.0,-57.72,115.53,5299.72,5360.65
S002989,TRADE,-244.19,0.0,-90.8,-153.39,11497.93,11242.04
S002898,TRADE,939.46,0.0,1454.86,-515.39,36736.64,37682.27
S002848,ADJUSTMENT,93.73,-8.76,982.55,-880.05,30629.16,30751.66
S003139,TRADE,115.21,0.0,44.6,70.61,6599.79,-6718.5
S003128,TRADE,272.93,0.0,10.37,262.56,11495.91,11760.01
S003163,INTEREST,-77.79,0.0,-265.94,188.15,24520.28,24471.22
S002393,TRADE,94.88,0.0,-14.25,109.13,5192.66,5291.83
S002844,TRADE,-151.58,0.0,28.22,-179.81,10319.21,10157.18
S002381,TRADE,-205.15,0.0,135.7,-340.85,10055.13,9855.76
S003062,FEE,-33.79,-5.93,-86.44,58.58,8108.13,8073.08
S003189,TRADE,-1025.24,0.0,-432.5,-592.74,45483.81,44508.25
S002818,TRADE,242.47,0.0,398.83,-156.36,15947.67,16174.46
S003178,TRADE,601.21,0.0,1773.05,-1171.83,34604.06,35227.8
S002792,TRADE,-499.11,0.0,-327.97,-171.13,21779.66,21256.07
S002535,TRADE,710.05,0.0,-330.07,1040.12,22068.35,22806.08
S002745,FEE,-163.97,-6.76,158.9,-316.1,8423.38,8253.76
S002539,TRADE,-3305.25,0.0,-907.48,-2397.77,65373.12,62047.63
S002883,TRADE,549.56,0.0,360.84,188.72,9294.93,9852.51
S002758,INTEREST,-6.79,0.0,-2.44,-4.34,6296.04,6292.09
S002746,TRADE,570.24,0.0,234.82,335.42,22217.02,22795.19
S002480,DIVIDEND,-67.91,0.0,295.34,-363.25,14948.71,14904.73
S002655,FEE,-18.52,-4.71,-22.31,8.5,8143.45,8122.22
S003106,TRADE,125.09,0.0,105.71,19.38,5746.65,5874.25
S002731,DIVIDEND,-1129.6,0.0,-236.83,-892.77,32735.81,31563.01
S002157,DIVIDEND,-70.0,0.0,-260.85,190.85,6750.46,6675.36
S002275,TRADE,-193.56,0.0,137.9,-331.46,24685.04,24471.12
S002658,TRADE,243.21,0.0,166.59,76.62,27657.85,27894.21
S002505,TRADE,-226.82,0.0,-133.12,-93.7,12398.13,12162.95
S003102,FEE,-177.19,-7.19,-105.24,-64.75,5664.98,5496.17
S003185,TRADE,105.07,0.0,-97.84,202.91,6527.39,6633.3
S002263,DIVIDEND,109.67,0.0,-10.15,119.83,19028.83,19117.71
S002197,TRADE,102.64,0.0,9.97,92.67,11237.78,11338.27
S003039,TRADE,747.94,0.0,430.67,317.27,16596.23,17340.41
S002974,TRADE,-125.38,0.0,-22.4,-102.98,13075.76,12964.85
S003096,ADJUSTMENT,746.54,-25.69,539.23,233.0,18448.61,19195.94
S002642,FEE,391.53,-0.03,-75.94,467.5,12963.06,13354.75
S002214,TRADE,843.81,0.0,454.96,388.85,12778.43,13641.45
S002466,TRADE,-73.29,0.0,-61.33,-11.96,6057.15,5979.0
S002713,DIVIDEND,-596.03,0.0,-73.96,-522.07,22873.18,22303.57
S003134,INTEREST,3.06,0.0,154.76,-151.7,10786.29,10791.48
S002458,DIVIDEND,81.89,0.0,184.52,-102.62,4944.8,5021.02
S002952,TRADE,701.64,0.0,854.04,-152.4,41034.89,41697.24
S002551,INTEREST,-107.32,0.0,173.01,-280.33,13037.77,12924.7
S003176,TRADE,31.03,0.0,264.17,-233.14,13452.02,13467.1
S002108,DIVIDEND,-229.59,0.0,-414.07,184.48,30462.76,30251.06
S002942,TRADE,362.66,0.0,-60.66,423.32,24184.76,24558.11
S002896,TRADE,168.57,0.0,137.97,30.6,5961.5,6126.55
S003018,TRADE,-41.19,0.0,56.17,-97.36,9491.09,9447.2
S002893,DIVIDEND,-540.33,0.0,-502.23,-38.1,38590.2,38073.32
S002132,TRADE,-1016.62,0.0,-141.76,-874.86,23767.39,22753.7
S002350,FEE,-594.95,-14.68,-540.02,-40.25,20864.72,20291.59
S002045,TRADE,621.38,0.0,870.59,-249.21,33126.67,33734.79
S003146,INTEREST,217.83,0.0,366.55,-148.72,23845.22,24055.33
S002918,FEE,-42.33,-3.25,157.2,-196.28,10228.61,10193.4
S003144,TRADE,3.33,0.0,-332.3,335.63,15974.35,15996.34
S002117,ADJUSTMENT,-139.17,-13.31,-136.72,10.86,12976.98,12819.18
S002711,FEE,187.77,-12.47,-221.83,422.07,14923.92,15099.73
S002976,DIVIDEND,-19.8,0.0,80.06,-99.85,2218.34,2197.1
S002302,DIVIDEND,616.63,0.0,710.73,-94.11,47237.89,47840.09
S002130,TRADE,-996.09,0.0,-254.58,-741.51,18756.28,17742.9
S002725,TRADE,496.09,0.0,390.25,105.85,21386.87,21921.7
S002133,INTEREST,-317.51,0.0,-368.99,51.48,12712.16,12387.64
S002565,TRADE,85.25,0.0,122.03,-36.79,8899.7,8991.39
S003166,TRADE,-426.04,0.0,405.67,-831.71,22531.22,22125.15
S002516,TRADE,226.59,0.0,136.14,90.45,17108.31,17331.06
S002056,TRADE,-735.35,0.0,-349.11,-386.24,15072.21,14375.25
S003005,FEE,-585.21,-23.78,3.85,-565.28,19844.37,19259.47
S002882,FEE,361.6,-0.68,-123.94,486.22,14308.39,14670.5
S002273,INTEREST,-610.35,0.0,-303.63,-306.72,23792.7,23189.46
S002811,DIVIDEND,108.44,0.0,-16.56,125.0,10775.58,10885.25
S002440,FEE,77.12,-37.85,592.09,-477.12,18610.18,18694.47
S002925,DIVIDEND,94.55,0.0,-70.72,165.28,4347.06,4441.86
S002634,INTEREST,-275.14,0.0,-154.27,-120.86,5057.1,4783.9
S003102,TRADE,-151.0,0.0,31.35,-182.35,6168.6,6023.21
S002623,DIVIDEND,31.44,0.0,106.61,-75.18,10434.67,10456.35
S002676,FEE,95.59,-7.81,114.28,-10.87,4459.37,4551.44
S002476,FEE,-109.68,-10.28,-107.81,8.41,8839.05,8743.11
S003167,DIVIDEND,56.17,0.0,83.94,-27.77,5056.63,5109.17
S003040,FEE,351.1,-2.92,55.23,298.79,12552.09,12909.1
S002833,TRADE,-146.45,0.0,-169.47,23.03,16340.01,16195.29
S002295,DIVIDEND,194.37,0.0,542.72,-348.35,37786.97,37973.14
S003105,FEE,-127.52,-1.37,34.85,-160.99,5970.96,5848.84
S002644,TRADE,-202.13,0.0,412.29,-614.43,40234.64,40069.52
S002013,TRADE,326.96,0.0,501.02,-174.07,11274.22,11596.36
S002108,TRADE,1034.56,0.0,792.05,242.51,22560.36,23553.15
S002733,FEE,124.33,-7.57,73.23,58.67,8269.84,8391.9
S002245,DIVIDEND,185.54,0.0,217.52,-31.98,7928.45,8116.67
S002145,TRADE,-370.0,0.0,-189.62,-180.38,31638.19,31252.83
S002130,DIVIDEND,-246.34,0.0,-353.46,107.11,21258.42,20999.29
S003084,TRADE,-19.85,0.0,45.75,-65.6,20414.35,20410.87
S002847,TRADE,-1665.55,0.0,-1319.23,-346.33,43283.31,41635.88
S002330,INTEREST,433.09,0.0,265.48,167.61,16233.93,16657.38
S002398,ADJUSTMENT,114.28,-7.08,23.02,98.34,6195.25,6300.45
S002509,DIVIDEND,43.9,0.0,74.13,-30.23,23429.4,23453.16
S002367,TRADE,1298.58,0.0,113.81,1184.77,27607.91,28887.97
S002371,TRADE,-227.14,0.0,189.92,-417.06,26892.49,26651.56
S002060,TRADE,219.52,0.0,-26.69,246.21,5824.98,6053.37
S003013,DIVIDEND,-242.34,0.0,-35.39,-206.95,15585.21,15324.14
S002244,TRADE,113.99,0.0,365.0,-251.0,20088.78,20184.62
S002679,TRADE,273.49,0.0,237.9,35.59,14172.67,14432.6
S002182,TRADE,-25.05,0.0,22.58,-47.64,5176.13,5151.58
S002192,TRADE,-1210.35,0.0,-423.88,-786.47,21592.43,20418.94
S002826,TRADE,-422.73,0.0,-175.62,-247.11,8985.39,8558.5
S003175,FEE,-495.18,-7.59,-418.44,-69.15,16692.33,16170.98
S002793,TRADE,590.92,0.0,296.05,294.87,6631.3,7229.95
S002834,TRADE,578.45,0.0,204.45,374.0,14568.34,15163.31
S002780,TRADE,1404.91,0.0,824.17,580.74,19983.45,21352.94
S002971,TRADE,1147.25,0.0,880.57,266.68,25689.51,26834.69
S002283,INTEREST,192.54,0.0,123.03,69.51,11006.59,11209.73
S002703,DIVIDEND,-393.12,0.0,-129.88,-263.25,9008.84,8610.41
S002374,INTEREST,-19.6,0.0,231.3,-250.9,13617.28,13598.32
S002196,FEE,435.38,-25.58,479.48,-18.53,31412.11,31885.42
S002637,TRADE,1053.27,0.0,824.49,228.78,26392.7,27412.01
S002727,INTEREST,271.06,0.0,-97.92,368.98,8238.42,8509.19
S002363,TRADE,78.83,0.0,232.86,-154.03,11259.28,11345.72
S002881,INTEREST,-161.34,0.0,-45.8,-115.55,9130.39,8972.51
S002516,FEE,671.87,-16.13,468.32,219.68,15821.8,16507.06
S003023,TRADE,-500.01,0.0,-122.77,-377.24,9499.67,9016.65
S002185,TRADE,212.85,0.0,133.9,78.94,3232.01,3445.66
S002377,DIVIDEND,-984.73,0.0,-661.97,-322.76,29499.51,28532.57
S002533,DIVIDEND,-881.67,0.0,-221.51,-660.16,21226.89,20367.15
S002822,TRADE,606.54,0.0,109.49,497.05,13987.5,14578.41
S002410,DIVIDEND,1343.6,0.0,1571.83,-228.24,69348.56,70670.24
S002464,TRADE,348.49,0.0,730.61,-382.12,25654.28,26015.41
S002719,DIVIDEND,744.49,0.0,442.34,302.15,10629.15,11382.87
S002167,FEE,287.07,-0.96,122.64,165.39,6339.77,6624.36
S002695,TRADE,2595.49,0.0,1662.68,932.81,66252.2,68847.95
S002925,INTEREST,-103.8,0.0,-209.24,105.44,9973.88,9870.64
S002192,DIVIDEND,-42.5,0.0,-333.17,290.67,14295.56,14265.75
S003072,INTEREST,-1048.81,0.0,-1093.73,44.92,35132.86,34053.53
S002527,TRADE,-24.84,0.0,42.85,-67.69,14359.12,14336.17
S002041,DIVIDEND,169.58,0.0,-24.2,193.78,4429.2,4598.41
S002124,DIVIDEND,-241.69,0.0,-55.56,-186.13,10156.07,9912.77
S003140,TRADE,8.62,0.0,-68.43,77.05,4953.92,4960.85
S002121,TRADE,-464.17,0.0,-568.04,103.88,11170.46,10703.78
S002764,TRADE,159.03,0.0,91.48,67.54,12093.46,12229.02
S002195,DIVIDEND,-596.28,0.0,-524.58,-71.71,26792.87,26199.62
S002345,TRADE,242.32,0.0,-57.13,299.45,11452.93,11690.77
S002003,TRADE,-200.21,0.0,86.59,-286.8,8182.19,7971.54
S003083,INTEREST,-6.77,0.0,102.3,-109.07,13622.67,13601.49
S002025,TRADE,-50.62,0.0,142.76,-193.38,6505.21,6462.13
S002009,INTEREST,25.17,0.0,47.18,-22.01,3031.25,3054.39
S002669,TRADE,-11.46,0.0,100.83,-112.29,5327.15,5313.82
S002787,DIVIDEND,-1056.15,0.0,-700.99,-355.16,22331.35,21312.39
S002627,TRADE,51.65,0.0,-334.95,386.6,14834.35,14906.57
S002056,FEE,125.07,-8.0,33.79,99.28,18161.43,18253.42
S003163,DIVIDEND,226.59,0.0,416.43,-189.84,9970.53,10189.84
S003153,TRADE,-174.4,0.0,-65.07,-109.32,8844.05,8663.08
S002767,TRADE,179.52,0.0,-219.16,398.68,14768.86,14929.14
S002142,ADJUSTMENT,443.77,-14.46,469.11,-10.88,13817.68,14245.28
S002353,TRADE,1353.38,0.0,788.2,565.19,49976.52,51403.96
S002386,FEE,161.55,-0.95,-227.2,389.7,17585.1,17744.13
S003020,DIVIDEND,52.49,0.0,24.45,28.04,7182.78,7234.29
S002372,FEE,-312.48,-5.36,-122.39,-184.74,12758.7,12453.28
S003096,DIVIDEND,-118.82,0.0,-345.76,226.94,18008.25,17895.22
S002447,FEE,-314.98,-41.94,788.38,-1061.43,37251.17,36999.68
S002707,DIVIDEND,310.79,0.0,26.79,284.01,10958.44,11268.26
S002198,TRADE,916.93,0.0,354.75,562.18,17765.18,18667.46
S002316,TRADE,320.59,0.0,206.37,114.22,19098.51,19426.88
S002766,FEE,1625.03,-27.25,1031.98,620.31,27325.6,28946.26
S003175,FEE,-1174.37,-57.72,-952.17,-164.47,61789.79,60618.01
S002362,ADJUSTMENT,-1736.53,-41.36,-229.11,-1466.06,63526.07,61772.05
S002902,DIVIDEND,-76.34,0.0,64.37,-140.72,13325.1,13236.88
S002363,DIVIDEND,628.52,0.0,487.03,141.49,12263.85,12882.31
S003039,ADJUSTMENT,-192.27,-4.07,-13.36,-174.84,3728.25,3536.77
S002304,TRADE,255.48,0.0,734.53,-479.06,22044.46,22312.44
S002911,TRADE,-318.36,0.0,-231.11,-87.25,9894.92,9581.48
S002062,TRADE,-160.16,0.0,189.16,-349.32,8188.92,8039.22
S002079,DIVIDEND,-118.71,0.0,-40.01,-78.7,8120.41,7993.24
S003100,TRADE,1182.71,0.0,213.52,969.19,64409.96,65502.19
S002246,TRADE,217.07,0.0,86.91,130.16,13093.18,13305.16
S002638,TRADE,66.38,0.0,-129.17,195.54,12113.16,12185.4
S002596,TRADE,-62.23,0.0,-422.32,360.09,19707.61,19623.45
S002220,TRADE,-111.64,0.0,-117.33,5.69,10188.09,10075.46
S002714,DIVIDEND,-419.79,0.0,30.53,-450.32,11422.54,11006.58
S002369,INTEREST,96.0,0.0,-85.71,181.71,23197.72,23289.96
S003061,ADJUSTMENT,-19.15,-9.01,51.62,-61.75,5968.27,5950.51
S002342,DIVIDEND,244.56,0.0,447.15,-202.59,11791.47,12025.88
S002204,TRADE,1360.15,0.0,1021.49,338.66,26917.91,28298.25
S003019,TRADE,2099.1,0.0,1052.2,1046.89,24688.33,26812.62
S002395,DIVIDEND,-730.34,0.0,-93.33,-637.01,18583.18,17864.4
S002317,ADJUSTMENT,814.41,-6.15,255.62,564.93,12071.13,12885.68
S002690,TRADE,-508.18,0.0,-292.86,-215.33,18747.72,18240.23
S002931,TRADE,78.93,0.0,-46.77,125.69,6049.19,-6128.7
S003122,DIVIDEND,264.66,0.0,762.13,-497.47,41119.2,41322.56
S002796,DIVIDEND,428.76,0.0,419.43,9.33,6542.67,6967.56
S002917,FEE,-56.24,-1.89,662.5,-716.85,59816.16,59794.82
S002238,DIVIDEND,-101.21,0.0,-8.31,-92.89,7798.73,7693.3
S003135,INTEREST,-461.73,0.0,-85.59,-376.14,11653.36,11220.7
S002134,INTEREST,319.68,0.0,-7.53,327.21,13699.92,14047.92
S002692,TRADE,487.8,0.0,148.87,338.93,22741.37,23209.75
S002504,INTEREST,-518.6,0.0,98.67,-617.27,11239.66,10724.74
S002748,DIVIDEND,327.83,0.0,-23.27,351.1,37245.74,37552.07
S002289,TRADE,676.84,0.0,595.85,81.0,19532.64,20225.11
S002490,DIVIDEND,-208.54,0.0,-525.91,317.37,19197.45,19003.54
S003005,DIVIDEND,203.76,0.0,64.12,139.64,13624.03,13828.22
S002385,TRADE,482.43,0.0,488.02,-5.59,9754.22,10217.57
S002827,TRADE,1023.03,0.0,512.01,511.02,25474.5,26497.95
S002085,DIVIDEND,-174.22,0.0,-110.41,-63.82,10317.24,10163.66
S002733,FEE,-292.32,-12.56,-191.04,-88.72,16995.87,16706.44
S002120,DIVIDEND,-285.64,0.0,-204.15,-81.49,4833.42,4546.02
S002983,FEE,95.6,-4.29,170.05,-70.15,9466.11,9560.84
S002202,FEE,-176.75,-5.77,56.25,-227.22,10236.95,10059.66
S003064,TRADE,748.94,0.0,475.25,273.69,8702.25,9457.68
S002186,TRADE,-954.12,0.0,-235.76,-718.36,21645.13,20691.99
S002656,ADJUSTMENT,65.97,-1.72,93.2,-25.51,7122.32,7193.35
S003079,FEE,266.98,-4.19,866.31,-595.14,30092.48,30338.21
S003153,FEE,-367.63,-22.89,221.99,-566.72,18300.63,17937.22
S003177,FEE,219.48,-13.25,-218.48,451.21,23042.55,23285.96
S003089,DIVIDEND,-143.07,0.0,-76.61,-66.46,10091.42,9951.55
S003068,TRADE,112.88,0.0,155.32,-42.44,7812.37,7927.95
S002807,ADJUSTMENT,-318.88,-1.86,4.3,-321.32,16136.3,15826.67
S003118,ADJUSTMENT,-125.7,-11.98,-50.57,-63.16,20698.93,20597.35
S002411,TRADE,205.47,0.0,34.41,171.06,4962.94,5166.27
S002578,TRADE,-442.61,0.0,3949.838,45.54,0.0,14749.19
S002656,FEE,-739.76,-6.72,-33.05,-699.99,21151.81,20389.44
S002277,DIVIDEND,-209.18,0.0,281.54,-490.72,9666.36,9456.71
S002917,TRADE,-299.47,0.0,-169.45,-130.03,8062.79,7757.93
S002405,TRADE,1729.67,0.0,245.08,1484.58,30125.67,31867.37
S002599,DIVIDEND,617.72,0.0,480.54,137.18,11177.69,11788.94
S002873,DIVIDEND,-28.59,0.0,-80.36,51.77,7210.83,7192.45
S002827,TRADE,229.38,0.0,99.35,130.04,26278.87,26506.63
S002891,TRADE,920.83,0.0,714.13,206.7,34285.63,35198.04
S002772,DIVIDEND,-494.27,0.0,78.06,-572.32,10963.38,10455.61
S002168,TRADE,-110.27,0.0,52.4,-162.67,11022.71,10899.54
S003004,TRADE,-213.12,0.0,-143.58,-69.54,8807.16,8628.53
S002048,TRADE,48.4,0.0,35.09,13.31,4039.2,4088.53
S003006,FEE,13.18,-4.31,2.15,15.33,5328.5,5345.46
S002213,FEE,-23.31,-0.83,-205.84,183.36,9156.76,9122.08
S002658,TRADE,-178.84,0.0,-113.69,-65.15,17024.08,16861.11
S003149,TRADE,-1583.05,0.0,-830.87,-752.18,45072.58,43484.68
S002991,INTEREST,-61.27,0.0,2.13,-63.4,11686.84,11620.29
S002796,TRADE,-1648.65,0.0,-893.05,-755.6,20250.87,18607.01
S002626,DIVIDEND,124.92,0.0,22.48,102.44,5299.77,5424.77
S003019,ADJUSTMENT,-413.12,-28.24,-519.6,134.73,15878.09,15462.81
S002588,DIVIDEND,-79.76,0.0,117.72,-197.48,7511.53,7441.66
S002112,TRADE,553.23,0.0,320.61,232.62,14081.35,14652.6
S003080,FEE,19.06,-5.89,73.96,-49.01,6205.31,6223.4
S002085,FEE,-180.72,-10.96,-390.72,220.96,9985.29,9812.62
S002385,FEE,1706.53,-6.92,397.07,1316.39,23123.2,24790.7
S002182,TRADE,780.55,0.0,856.22,-75.67,22463.09,23243.65
S002628,TRADE,-650.03,0.0,-41.08,-608.95,25571.67,24919.0
S003169,DIVIDEND,-762.63,0.0,-936.77,174.14,23425.55,22660.98
S003111,DIVIDEND,-402.31,0.0,-201.63,-200.69,7444.72,7043.41
S002355,DIVIDEND,-1141.04,0.0,-1040.57,-100.47,31771.3,30627.12
S002642,FEE,73.29,-3.37,-5.7,82.37,8586.45,8659.09
S002098,ADJUSTMENT,-156.95,-9.45,40.96,-188.46,9218.4,9069.33
S003094,DIVIDEND,-251.77,0.0,-343.22,91.45,15061.4,14803.45
S002057,TRADE,138.9,0.0,133.07,5.84,6762.48,6897.66
S002096,DIVIDEND,-17.78,0.0,-25.29,7.51,1895.62,1878.27
S002620,FEE,936.59,-18.21,817.61,137.2,31460.76,32449.14
S002788,DIVIDEND,-415.64,0.0,-131.32,-284.32,16683.6,16265.47
S002385,TRADE,-273.62,0.0,-267.62,-6.0,15058.01,14781.0
S002720,FEE,61.37,-0.82,70.45,-8.26,7117.15,7172.65
S003101,FEE,203.61,-13.13,115.65,101.1,16772.0,16963.21
S002107,INTEREST,-104.72,0.0,-345.49,240.77,12978.67,12868.4
S002888,TRADE,-1222.34,0.0,-570.55,-651.79,26186.52,24962.33
S003041,TRADE,-15.01,0.0,-131.8,116.78,11417.3,11393.63
S003073,TRADE,-125.16,0.0,176.52,-301.69,10315.08,10180.79
S002365,TRADE,664.31,0.0,175.19,489.13,14372.82,15057.47
S003041,TRADE,-158.53,0.0,-47.53,-111.0,9972.26,9817.7
S002759,DIVIDEND,-511.24,0.0,-134.71,-376.52,12866.96,12339.33
S002091,FEE,-1324.69,-9.68,-484.68,-830.33,24869.09,23591.86
S002439,FEE,382.11,-11.34,470.29,-76.84,10042.25,10425.45
S002202,TRADE,493.94,0.0,303.25,190.68,28615.77,29115.87
S002936,TRADE,-627.21,0.0,-110.83,-516.38,18299.11,17677.66
S002380,TRADE,30.12,0.0,77.7,-47.57,5266.59,5298.65
S002453,TRADE,1273.48,0.0,1098.17,175.31,29533.85,30853.81
S002655,TRADE,-199.25,0.0,-236.19,36.94,16832.4,16622.43
S002149,ADJUSTMENT,44.37,-2.46,12.9,33.92,12519.85,12555.58
S002416,DIVIDEND,-57.21,0.0,-42.56,-14.65,2965.26,2908.05
S003014,FEE,-476.64,-19.51,-270.57,-186.55,69402.94,68908.59
S002423,TRADE,-78.75,0.0,-255.73,176.98,12020.82,11960.91
S003169,INTEREST,-88.1,0.0,-159.81,71.71,8688.38,8613.98
S002031,FEE,-23.07,-0.49,-29.1,6.52,4097.08,4076.91
S002092,FEE,940.24,-4.02,3645.052,733.34,0.0,13225.26
S002781,ADJUSTMENT,233.03,-10.09,263.6,-20.49,14812.72,15060.94
S002421,FEE,-245.01,-6.49,-192.48,-46.05,11322.12,11070.02
S002238,ADJUSTMENT,-155.51,-946.646,36.98,-186.8,18932.92,18766.34
S002594,ADJUSTMENT,659.46,-3.05,460.43,202.08,11249.1,11900.19
S002009,TRADE,216.61,0.0,158.9,57.71,8856.79,9086.96
S002492,TRADE,-74.83,0.0,-421.39,346.56,19525.53,19451.26
S002677,DIVIDEND,116.65,0.0,200.22,-83.58,10215.86,10320.02
S002362,DIVIDEND,118.72,0.0,301.77,-183.05,15464.77,15597.43
