client_id,churned,logins_30d,cash_outflows_30d,svc_tickets_90d,meeting_gap_days,response_latency_hours,nps_last,portfolio_drawdown_30d
C_081d1cda,1,8,4983.6,0,60.3,4.4,14.0,-4.6
C_bbe06985,1,7,25512.24,0,47.2,8.5,51.0,-3.7
C_53780098,0,10,17920.61,0,85.4,7.2,22.0,6.6
C_0b17643d,1,12,5368.35,1,7.5,1.7,36.0,-5.1
C_7e740193,0,8,6121.01,1,6.7,18.0,43.0,6.0
C_20e060d7,0,12,1856.96,0,30.4,8.7,39.0,3.3
C_1aa71914,1,7,612.52,0,103.7,15.2,29.0,-4.3
C_2f3dfa16,0,8,7535.29,0,75.6,0.5,38.0,-3.4
C_f5cc60ad,0,7,1325.75,1,37.8,18.9,93.0,-10.0
C_d24e72b2,1,12,11329.05,3,32.0,6.1,67.0,-7.1
C_deb80135,1,9,15987.8,0,57.2,1.9,59.0,-2.1
C_38b575c3,0,7,7328.35,0,74.0,0.5,47.0,-5.4
C_b7b118dd,1,13,5712.16,1,107.6,2.8,77.0,1.8
C_5e3d3c9f,1,8,6765.46,0,131.8,7.7,59.0,0.4
C_669a9770,0,11,10233.27,0,55.6,20.9,70.0,-1.7
C_a5dd41e6,0,13,3005.7,0,137.1,7.6,71.0,0.6
C_c9c33106,0,7,2073.94,1,62.8,21.8,54.0,-1.0
C_25bf99c5,0,7,11717.03,0,70.6,14.9,51.0,-3.1
C_ebedec4c,1,6,12208.31,0,94.3,30.2,29.0,-7.6
C_0b8f29f4,0,13,1734.45,1,99.3,7.0,86.0,7.9
C_37a98cca,1,9,2137.59,0,115.1,16.1,36.0,0.7
C_9528e1a1,0,11,104.77,1,15.0,24.5,9.0,-1.0
C_0a239132,0,11,3384.98,2,64.3,18.3,46.0,-7.8
C_fefeffdd,1,7,556.43,0,103.9,10.3,32.0,11.3
C_502899cc,1,3,6291.91,0,22.6,7.1,12.0,-7.4
C_ea08e2a6,0,6,9781.44,0,5.0,0.5,13.0,-2.8
C_7f972457,0,12,7761.67,0,8.0,9.6,38.0,-2.6
C_26807d8c,1,7,8923.7,0,55.7,2.8,39.0,-11.2
C_6f47bb07,1,4,1680.83,0,130.8,6.6,1.0,-0.4
C_92413f4a,0,17,3365.49,0,7.2,12.5,26.0,-1.0
C_f50beecc,0,7,5374.6,1,19.2,0.5,60.0,-9.5
C_85a8d2a0,1,11,5448.72,4,42.4,2.1,-29.0,1.4
C_735eeae4,0,11,3969.11,1,25.2,15.9,29.0,-8.8
C_d97f526a,0,10,2973.62,1,18.9,0.5,36.0,-5.0
C_e9e9c8db,0,8,16975.43,0,5.0,11.5,52.0,-7.7
C_f5ff6cf8,1,11,7982.18,0,41.5,0.5,30.0,0.6
C_f21ec226,0,12,18794.75,1,128.6,17.3,25.0,-0.0
C_3e33766a,1,14,13882.76,1,79.4,18.6,50.0,-9.8
C_c9590d53,1,13,16922.9,1,101.2,24.3,34.0,-6.6
C_724a9541,1,9,2521.24,1,38.8,24.5,79.0,-6.5
C_d0d8dcdb,1,12,9152.2,1,30.5,14.7,51.0,0.9
C_98dfc819,0,11,1977.64,0,78.2,0.5,55.0,-7.3
C_5f96c063,0,5,6643.71,0,62.9,12.0,37.0,-3.8
C_a01db15b,0,11,15472.02,0,58.1,16.6,82.0,-4.4
C_b8818dc5,0,9,2944.15,1,118.7,13.2,21.0,-5.0
C_56880811,1,7,2385.71,0,31.8,28.6,6.0,7.3
C_21b19a84,0,7,2098.05,0,27.0,25.0,33.0,-7.1
C_533e043d,1,14,573.57,1,89.8,12.3,28.0,-4.4
C_4bb7c464,0,9,144.11,0,85.1,19.5,32.0,-0.8
C_f8f5028c,1,4,3448.78,3,23.5,0.5,84.0,-5.5
C_4f3ae866,1,12,17115.71,0,62.8,13.9,15.0,-6.5
C_b9b948a5,0,10,335.78,3,5.0,0.5,33.0,-1.0
C_3aa34ed9,0,8,16614.89,1,70.4,10.2,-6.0,1.7
C_122bf2b5,0,10,10941.86,1,43.6,5.2,82.0,4.8
C_781a2d8d,1,13,7773.9,0,51.4,5.5,-23.0,-4.2
C_7530709f,0,8,10236.84,1,20.1,3.9,39.0,-7.6
C_97c2c496,0,7,5095.59,2,101.8,8.0,1.0,-7.7
C_3b6d9637,1,15,14002.35,0,69.2,6.3,0.0,5.4
C_c5d92515,1,5,8968.86,2,94.8,18.3,13.0,-1.0
C_8b3387cc,1,6,6652.66,1,56.3,9.4,7.0,-7.9
C_937f9379,0,16,7073.76,0,101.6,11.5,42.0,-7.1
C_e881c290,1,8,10487.81,1,5.0,14.9,3.0,-9.7
C_2eda14b1,1,9,2976.99,0,60.2,14.9,61.0,-3.5
C_cb478ae9,0,11,5883.79,0,101.8,1.3,68.0,-0.1
C_58a83be1,1,10,709.99,1,5.0,9.4,76.0,6.3
C_cd0eb19e,1,4,4643.38,0,64.5,14.4,-3.0,3.5
C_62db4746,1,12,5852.64,1,80.2,3.2,15.0,-2.8
C_5d34e825,0,9,5759.48,1,46.5,2.1,23.0,-7.2
C_e6b3977c,0,9,9683.31,1,94.8,0.5,21.0,-0.2
C_6590d43c,1,8,12431.97,1,95.2,14.0,55.0,-13.6
C_fbacbf83,1,6,334.64,3,38.4,9.1,43.0,-7.7
C_19347339,1,9,359.57,1,46.5,10.5,12.0,0.8
C_643d169d,0,8,3024.88,1,19.3,0.5,28.0,2.3
C_15a38887,0,8,7995.02,0,71.1,12.7,34.0,4.9
C_99faf940,1,12,7827.22,0,67.1,13.2,31.0,-3.7
C_bcb2c60b,0,10,3912.13,1,60.1,14.6,17.0,4.8
C_ef80cfbc,1,8,12926.84,0,63.5,26.4,7.0,-5.3
C_af10e4ae,0,12,647.64,2,30.0,4.4,54.0,-5.8
C_86f41653,1,9,4330.71,0,10.0,16.9,5.0,-1.2
C_907748d3,0,8,5026.42,2,75.5,15.3,53.0,3.9
C_26102ada,1,4,6709.69,1,53.1,16.6,41.0,2.6
C_6a9f517e,0,11,5259.1,2,23.9,8.9,14.0,3.2
C_0f5388b6,0,8,2010.23,0,34.6,19.6,48.0,0.2
C_cce7f9db,0,8,7401.34,0,92.1,4.7,17.0,2.8
C_c66a929c,1,12,8263.03,0,90.2,7.3,49.0,-2.8
C_30f96795,0,12,355.94,1,83.2,10.1,15.0,-1.1
C_6e224f07,0,9,7984.57,0,58.6,9.7,38.0,13.7
C_73f2d533,0,11,13342.04,1,36.1,15.7,34.0,2.3
C_ea2c1525,0,12,9941.26,1,106.3,14.6,20.0,-2.9
C_40c9e024,1,11,11526.63,1,48.7,14.7,27.0,1.8
C_732e27c1,1,10,6203.45,0,69.5,25.2,19.0,-9.3
C_e19a7619,0,12,1553.05,1,30.2,9.9,64.0,-4.9
C_d2fd3738,1,16,667.51,2,51.7,22.6,17.0,-4.2
C_ae7895f4,0,10,7239.22,1,5.0,1.4,33.0,-7.3
C_f7dd7d81,0,7,11599.35,1,38.0,10.7,-17.0,7.6
C_4a7f0743,1,10,24501.38,0,6.7,11.3,18.0,-0.2
C_bdf69082,1,6,11872.75,2,67.6,0.5,51.0,0.5
C_fb10f157,1,12,3193.05,0,39.1,12.5,47.0,-3.6
C_8cc79fba,1,6,370.91,1,49.4,13.2,46.0,-9.9
C_6ac92dd2,1,12,20949.62,1,134.6,18.0,34.0,-3.4
C_6cf5ea7d,0,11,3499.28,0,24.3,16.8,41.0,-5.5
C_d0c1d8dd,0,11,5332.6,3,64.3,0.5,71.0,-9.1
C_1891cb77,1,7,1722.92,1,67.7,24.0,12.0,1.6
C_b40aed0a,0,11,15955.72,1,26.8,7.4,66.0,-4.6
C_2d26731c,0,7,8502.33,0,98.6,6.0,13.0,-13.7
C_a174672b,1,7,422.21,1,117.6,16.9,43.0,-3.0
C_b9fd821b,1,12,1956.78,1,102.0,20.5,14.0,-2.9
C_c074e7a5,0,10,7150.43,3,26.6,7.3,56.0,1.5
C_88fc2483,1,15,5309.44,1,35.4,11.6,3.0,-2.3
C_faccef52,1,5,10824.77,1,5.0,21.1,10.0,-6.7
C_9a415863,1,6,8828.78,2,53.6,2.7,32.0,-0.0
C_2ff95816,1,6,3148.64,1,56.1,0.5,15.0,-6.9
C_d5508f3b,0,11,1193.39,2,87.3,17.4,17.0,1.2
C_a3afd729,1,9,3880.4,0,121.7,21.2,32.0,3.9
C_c42e4f6e,0,7,1145.23,1,15.9,0.5,4.0,-17.9
C_19546a29,0,6,4088.63,0,64.8,11.8,38.0,-7.5
C_35c82942,0,9,5115.09,0,52.1,7.0,44.0,-0.2
C_b087f139,1,13,1285.52,0,54.7,13.3,-4.0,-2.4
C_cb408552,0,8,9414.76,0,114.7,0.5,41.0,4.8
C_b0cdf710,0,12,2407.01,0,63.3,0.5,40.0,4.5
C_5f8779a3,1,6,893.19,0,79.2,16.5,46.0,2.6
C_5e1c3424,0,10,2538.75,1,76.6,10.7,38.0,-13.1
C_38580c61,0,13,6695.81,0,67.6,27.0,44.0,-4.0
C_6101c4bb,1,6,5581.27,2,33.2,17.9,44.0,0.8
C_fabe1ba1,0,10,7954.83,2,125.5,2.4,41.0,-3.2
C_64fc21aa,1,9,11288.42,0,58.8,19.2,44.0,-3.8
C_07c2af64,1,8,14134.58,1,78.6,29.1,74.0,4.4
C_f3cf189e,1,13,6998.4,0,68.9,11.3,68.0,-0.9
C_e1bdbd5f,0,12,2485.82,2,5.0,16.0,32.0,-4.5
C_83675389,1,10,3116.22,0,23.5,20.3,19.0,-10.1
C_311826df,0,12,2030.23,0,64.0,10.3,67.0,7.3
C_84f4811e,1,7,16877.98,0,30.3,0.5,92.0,-1.2
C_19f43559,1,10,18911.81,0,74.1,17.6,34.0,-5.8
C_db83aa5d,1,8,9552.18,2,28.1,20.0,47.0,2.6
C_76eafdc7,1,8,11009.21,1,60.6,26.6,27.0,-12.6
C_6cbb02ad,0,9,6756.6,0,5.0,1.0,48.0,7.5
C_cc93b4d5,1,6,7562.39,1,89.3,1.5,-15.0,0.7
C_88dbccb8,1,6,6182.18,2,75.8,5.1,22.0,10.2
C_363ce3c6,0,16,4482.47,0,77.4,10.3,53.0,0.8
C_caa55675,0,13,1168.07,0,56.8,17.4,13.0,-1.6
C_5afd4502,0,9,6969.5,0,35.6,0.8,49.0,-6.6
C_d91ac96e,1,8,4582.73,1,115.2,21.5,48.0,-5.6
C_6f803637,0,9,18627.75,1,118.3,21.0,49.0,-10.4
C_c351559b,0,8,11416.39,2,57.5,21.3,22.0,8.9
C_51c17040,1,15,6991.58,2,40.0,8.9,54.0,-2.2
C_b77be43c,0,7,3131.42,3,5.0,0.5,81.0,2.2
C_93ae044e,1,14,16732.15,0,67.9,28.0,23.0,3.2
C_d9720867,1,9,4790.32,0,36.6,6.1,18.0,-4.3
C_6cc5d019,1,9,7321.72,0,43.2,19.2,31.0,-7.8
C_4e8e39cc,1,16,5295.75,1,93.7,13.2,42.0,-7.3
C_b56c2245,1,5,2170.92,0,26.3,23.3,9.0,-12.3
C_f9fee940,1,7,5255.54,1,127.2,11.5,24.0,-9.7
C_4663969f,0,14,8733.77,0,24.4,12.7,71.0,0.2
C_1838788c,0,8,5833.94,0,5.0,13.8,63.0,3.1
C_20e6442b,1,13,7447.41,0,37.0,16.2,10.0,-3.0
C_dc4209ac,0,10,15977.4,0,72.5,0.5,82.0,2.5
C_1ed4739f,1,10,7437.55,0,64.8,30.8,24.0,2.7
C_5e02e4bc,0,10,42.58,0,66.4,11.3,43.0,-4.9
C_f2b29463,0,8,5099.98,0,50.3,17.8,36.0,3.5
C_55a293bd,1,11,10491.69,0,42.5,27.2,58.0,-4.0
C_592ea289,1,9,1029.63,1,16.6,11.9,6.0,-5.6
C_e3c663fa,1,18,9502.65,1,64.5,2.0,22.0,-2.5
C_5eff5b31,1,11,7729.06,0,97.0,1.7,12.0,-11.5
C_c6e73d69,1,10,8348.1,0,60.5,7.5,9.0,-3.2
C_80af52be,1,10,5235.21,1,33.4,15.3,16.0,-16.9
C_bdee4a96,0,5,7685.51,1,65.1,16.4,14.0,1.1
C_6d187208,1,8,4163.82,0,111.2,23.3,51.0,-10.8
C_b6cfafd8,1,17,552.85,1,52.9,0.5,25.0,-3.0
C_a256962b,0,12,1744.49,0,16.7,14.2,29.0,5.9
C_8298a92e,1,9,11695.06,0,67.7,18.2,-11.0,-2.6
C_225cc270,1,10,3732.23,0,80.6,17.8,60.0,-14.4
C_34d6baa9,1,15,15635.65,0,90.4,0.5,-8.0,-2.2
C_d4d1b83d,1,14,10110.56,1,84.4,8.3,37.0,-4.5
C_ca7343df,1,14,6593.96,1,65.8,20.1,68.0,2.6
C_c236162a,0,11,138.03,1,30.8,3.9,73.0,-3.7
C_b05c00a7,1,14,11981.37,1,25.6,0.5,0.0,3.7
C_b590af37,1,9,4164.83,0,48.2,17.6,31.0,-0.4
C_0a090799,1,14,16024.54,0,81.5,15.0,54.0,2.2
C_9d87a957,1,9,1867.61,0,37.2,14.3,25.0,-3.6
C_60453a14,0,9,249.79,0,42.8,5.5,62.0,4.7
C_37452dd0,1,11,930.89,0,29.0,0.5,-16.0,-6.1
C_821b9dd7,1,9,5374.83,1,114.6,21.5,39.0,-14.0
C_25911c46,1,10,1559.31,1,52.2,45.4,46.0,-9.6
C_18a348c2,1,11,5722.51,1,83.5,0.5,6.0,-2.3
C_9783838a,0,10,14.59,0,115.3,22.2,55.0,-1.4
C_f33319e6,0,6,21994.63,0,26.7,10.3,9.0,-2.1
C_b5e31668,0,8,12519.91,0,86.6,15.2,76.0,4.3
C_b3459a8b,1,8,6788.66,1,56.7,11.4,27.0,-1.9
C_22ea4027,1,10,9124.6,1,109.2,34.0,31.0,-1.0
C_4d99a0a4,0,14,5218.5,1,32.3,4.0,9.0,2.9
C_5cb6f038,0,9,19821.61,0,67.5,6.0,26.0,-13.1
C_8dbfe351,1,11,11978.7,0,82.2,12.8,17.0,1.3
C_42d8ab0e,0,9,1467.77,0,36.0,17.7,43.0,4.9
C_4341cf01,0,13,85.56,1,52.7,25.3,41.0,1.3
C_c9e2f745,1,4,15519.09,1,55.1,16.9,33.0,-1.1
C_ca0c93f1,0,9,5331.1,2,98.3,14.3,39.0,1.8
C_3d9b1aa4,1,11,6336.16,3,137.6,7.6,8.0,-15.9
C_41cdf2e1,0,13,4082.16,1,115.2,17.1,9.0,-3.8
C_ce222547,1,4,2597.42,1,110.3,4.9,65.0,-10.8
C_8e6d3654,0,7,7474.6,1,5.0,14.0,16.0,-0.7
C_580a3045,1,17,6326.92,1,64.6,9.8,42.0,-9.0
C_da454d55,1,10,8201.81,0,62.2,2.2,-23.0,2.1
C_2268d8df,1,15,5972.83,1,88.0,27.6,46.0,-5.5
C_6f2e80ac,1,4,7923.77,2,9.6,2.2,64.0,-10.7
C_32a3e9f1,0,9,5653.56,0,85.4,8.1,38.0,-8.7
C_5bad9b25,1,9,384.01,0,5.0,0.5,39.0,-10.9
C_f065e7e5,0,20,5028.01,0,96.0,10.3,74.0,-3.2
C_5f730b91,0,17,0.71,0,5.0,16.3,42.0,0.7
C_81380deb,1,6,462.64,0,102.9,2.9,18.0,-6.9
C_8641d8c5,1,11,2646.95,0,101.1,0.5,24.0,-11.8
C_8ab9a722,0,12,4164.04,2,48.3,8.2,20.0,-3.1
C_a868211a,0,14,5246.58,0,75.3,10.4,59.0,-3.2
C_566590fb,0,17,11414.65,0,59.9,9.6,67.0,-6.0
C_7b107bb4,0,10,1510.75,0,8.2,27.9,62.0,-7.7
C_8cc57d5a,1,7,6377.96,0,79.7,15.3,17.0,4.7
C_b10d8f23,1,8,5826.19,1,101.6,14.6,37.0,-6.6
C_fe46e532,0,9,739.6,2,48.7,15.3,53.0,-11.6
C_ab5473ee,1,10,5516.19,0,82.4,15.2,6.0,-3.5
C_91a0eb57,0,11,12019.05,2,29.3,7.6,58.0,0.2
C_62b4711a,0,9,6305.54,1,92.1,2.6,56.0,-0.2
C_ebc38c5f,1,9,6586.09,0,60.4,36.7,50.0,-12.6
C_d7b6aef7,0,6,62.7,0,59.5,10.5,56.0,4.3
C_1ec97b1f,0,16,18782.01,0,76.4,12.2,33.0,-1.7
C_230610fc,0,8,461.51,0,113.5,12.5,14.0,0.4
C_b327b4c9,1,13,6674.48,0,78.4,4.4,64.0,12.9
C_b32c6d85,0,13,11021.29,1,22.1,13.8,36.0,1.6
C_cb613604,0,9,4196.28,0,34.9,0.5,22.0,0.4
C_6b0d38c2,1,11,2878.71,0,57.5,19.2,38.0,-4.4
C_d186d9f7,1,15,1181.12,1,77.4,9.4,38.0,-3.0
C_b7772af8,1,9,18102.0,2,19.3,23.3,23.0,-10.2
C_5d24ecfd,1,7,7482.13,0,72.2,17.2,49.0,-2.5
C_eaa452e0,0,17,8848.26,1,91.1,15.9,83.0,6.8
C_d53510fe,1,13,6138.31,0,42.5,4.1,4.0,-0.4
C_a42ae99a,0,8,6890.35,0,129.0,12.7,5.0,10.4
C_d9bfbcd2,0,10,14790.37,1,34.0,19.6,66.0,0.2
C_b0b472d7,0,7,3244.02,1,67.1,13.2,55.0,-1.3
C_826b0b84,0,12,5198.56,0,5.0,0.5,77.0,-3.8
C_f51b81f7,1,7,11076.38,1,48.9,21.9,82.0,8.8
C_3ddb827e,1,6,8476.91,0,54.8,19.6,54.0,-5.8
C_cd5af036,1,6,5755.86,0,45.0,0.5,6.0,-7.4
C_9269537c,1,8,8295.27,0,34.2,13.3,44.0,-8.3
C_25a8f2a4,1,7,2404.79,0,41.9,20.2,26.0,10.6
C_8e877cc5,1,7,5144.85,2,82.2,6.0,48.0,-2.1
C_c75011ad,1,12,4078.1,2,5.0,0.5,17.0,-2.5
C_2a5f88f2,0,9,859.58,1,5.0,1.3,49.0,0.1
C_ec8815ca,0,19,13324.21,0,42.8,10.9,53.0,-4.5
C_fef7eac1,1,7,4885.81,1,55.7,21.3,42.0,-7.6
C_d30b690d,1,5,21526.18,1,32.6,1.1,46.0,-7.9
C_afd098f9,0,11,11141.54,0,62.2,1.2,54.0,-8.1
C_a1d96c62,1,8,7445.83,1,81.7,9.0,17.0,-15.0
C_09304ab8,1,18,3430.84,3,94.3,18.9,43.0,-2.6
C_8162c7f7,1,11,3820.18,0,106.3,29.5,33.0,-12.4
C_de485582,1,4,7743.21,1,13.6,12.9,63.0,0.3
C_45e3cd1d,0,5,1925.65,0,33.0,5.3,55.0,2.0
C_d38b6c5d,1,6,5224.18,0,29.3,4.0,21.0,-6.6
C_738a7b5b,1,12,4152.16,0,95.4,25.7,53.0,-1.0
C_e2f221f0,0,12,163.33,1,37.9,0.5,70.0,1.4
C_743e2557,0,11,1137.27,0,70.7,13.9,46.0,6.0
C_75ef6ba3,1,16,11431.63,0,10.5,25.2,27.0,-5.3
C_747b0669,0,14,6876.08,2,37.5,10.4,8.0,-11.5
C_b77f2258,0,17,8345.15,1,28.6,1.2,-14.0,-8.4
C_11155c8c,1,9,10582.57,0,83.9,17.3,63.0,-13.0
C_d0131f63,0,16,3470.09,3,16.4,13.0,1.0,-0.1
C_448622f1,0,12,5366.61,1,122.5,16.7,10.0,-22.3
C_251f695c,1,8,13144.46,0,67.5,17.8,38.0,-9.0
C_c7e5f2fe,0,7,66.04,2,34.5,17.2,43.0,-2.9
C_1998756d,0,6,788.43,1,71.9,15.0,72.0,-9.5
C_8b9e1fa9,0,15,1531.61,0,31.5,18.8,44.0,-8.2
C_943c68cd,0,10,13157.28,0,22.8,25.5,28.0,2.0
C_268881df,1,10,14046.06,1,84.4,4.2,28.0,-9.7
C_4c4fa65c,0,8,4771.23,0,107.9,9.3,-3.0,-5.7
C_1b6cc56a,0,9,12043.69,1,73.3,19.9,71.0,2.6
C_562998f1,1,11,10732.36,1,17.0,11.3,57.0,-5.2
C_e2296686,0,10,15875.16,0,31.4,0.5,42.0,11.4
C_f771a590,0,9,7695.76,2,113.5,15.3,71.0,3.6
C_74f5a7f0,1,7,4690.18,1,87.8,7.1,62.0,3.9
C_a206fa5e,0,13,13016.52,0,20.5,33.2,48.0,-11.3
C_2b14d9ab,1,8,9892.33,0,35.0,21.9,34.0,-3.6
C_e4feecc7,1,5,20714.29,1,66.6,23.6,36.0,-4.7
C_5a60cccc,1,5,11710.95,0,55.0,12.4,-2.0,-5.4
C_19d09509,0,10,6074.84,1,133.1,15.1,62.0,-6.2
C_22dd1f29,0,14,3218.73,0,34.4,8.6,30.0,-3.8
C_9b27b847,1,10,933.58,0,81.0,3.6,62.0,-17.4
C_f74d37f0,0,8,5051.68,1,70.4,2.9,53.0,-8.6
C_ba964cd5,1,10,3494.57,1,5.0,33.4,38.0,7.1
C_d6f7dbcc,0,11,11482.47,0,5.0,16.0,56.0,-6.2
C_08635b27,1,12,4974.3,1,46.5,0.5,16.0,-6.9
C_8902322f,1,8,12152.08,1,74.6,21.6,-2.0,-3.4
C_068cefa3,0,14,7363.02,0,115.6,38.2,31.0,-2.8
C_3b5dd4de,0,9,2178.35,0,32.6,0.5,46.0,-16.5
C_dcf9eaee,0,9,5613.38,0,76.6,18.0,56.0,-2.2
C_77372415,0,5,8304.68,0,49.8,0.8,37.0,0.3
C_84b327ea,1,3,5974.56,0,120.5,23.6,12.0,0.5
C_4d4d0d54,0,13,6054.79,0,58.6,0.5,68.0,-8.6
C_da2d82d8,1,7,383.35,0,44.6,12.8,26.0,6.2
C_2906e577,1,7,1969.17,0,66.0,16.4,45.0,5.6
C_4482384e,0,6,20809.23,0,66.7,0.5,48.0,5.0
C_a4eac673,0,12,13599.27,0,108.9,16.4,37.0,1.7
C_9eefe1d8,0,8,5316.89,0,60.2,7.4,-14.0,-5.1
C_13248379,1,11,11568.78,1,75.1,29.2,18.0,-3.0
C_6434bc15,0,12,5533.35,1,5.0,0.5,47.0,5.5
C_333e4cdc,0,8,11254.31,0,19.6,21.1,74.0,-16.7
C_17a615bd,0,7,1360.41,1,46.8,11.0,52.0,-7.4
C_93c71dca,1,5,12151.61,0,63.6,24.9,47.0,-0.2
C_8a9e35c5,1,2,5417.58,0,33.3,25.2,-15.0,-4.4
C_0ae6f037,0,12,3858.57,0,69.9,9.5,61.0,-5.4
C_c6a1f59e,1,12,10292.81,2,41.7,11.6,58.0,6.8
C_694df6bb,1,6,1276.87,0,119.4,21.1,49.0,2.0
C_97e1ca35,1,6,2993.06,1,52.8,17.2,42.0,2.8
C_df5770bb,1,12,9691.17,1,75.1,10.8,48.0,-7.6
C_ade959fb,0,10,4780.23,0,52.4,3.7,66.0,-6.3
C_19858b3e,1,9,18361.43,0,56.7,15.7,34.0,-0.6
C_aef179cd,0,13,9856.78,0,79.1,0.9,44.0,-0.4
C_595335e8,0,11,9401.7,1,64.8,18.5,27.0,8.1
C_344b8a93,0,14,4653.47,1,41.7,23.1,35.0,-0.8
C_f389c9ee,1,8,11123.28,2,71.7,3.7,38.0,7.0
C_8989a2c6,0,10,2741.75,0,54.5,7.8,50.0,0.9
C_5b04974d,0,10,6976.64,1,80.4,5.7,23.0,-4.4
C_4a20d803,1,8,1414.05,1,100.2,22.5,32.0,-7.7
C_6809660e,1,8,12276.09,0,94.7,12.5,43.0,1.8
C_cb6a5bf6,1,10,7034.23,0,22.8,8.3,32.0,-5.2
C_07c1ec6d,1,10,18877.59,1,5.0,18.5,39.0,-3.7
C_d008c045,1,11,21746.09,0,139.0,7.2,5.0,-8.0
C_58d35fe5,1,16,10343.24,3,78.4,10.0,49.0,-3.0
C_9a4dcdc5,0,8,5478.98,1,73.2,0.9,20.0,0.6
C_465f15de,0,7,1622.45,0,35.1,20.4,1.0,-5.4
C_07c410e8,1,10,11333.25,1,5.0,1.1,42.0,-7.3
C_6632dae8,1,7,6471.99,1,5.0,26.3,43.0,-2.6
C_bc80ced8,0,15,8766.24,0,48.2,14.4,46.0,-0.2
C_e0eba9b3,1,12,17108.51,1,65.4,10.4,46.0,-3.1
C_6e2c18eb,1,11,770.96,0,119.0,11.9,46.0,8.4
C_97876e30,0,12,1470.13,0,68.5,29.1,72.0,-2.4
C_94a9535b,0,10,3345.02,1,83.4,0.5,56.0,0.1
C_3d569496,0,7,10748.41,0,41.4,0.5,58.0,2.3
C_fbb4a46b,1,10,8884.07,0,44.0,21.6,49.0,-0.6
C_1bdebcaa,1,9,1269.82,0,8.4,2.8,57.0,-8.8
C_b024f552,1,14,10295.87,0,17.0,4.6,24.0,-8.0
C_c21ff201,1,9,3408.49,1,16.7,7.6,51.0,-9.6
C_48ce48ee,0,14,864.19,0,47.3,23.3,64.0,-10.9
C_14040d28,1,8,4191.8,2,5.0,20.1,30.0,-1.4
C_95fa11cf,1,11,1125.98,0,31.6,10.6,69.0,4.4
C_d2f319b5,1,10,11229.02,1,58.6,16.0,27.0,1.3
C_b0d32e04,1,9,7004.65,1,5.0,15.8,47.0,1.2
C_b9e50b6d,1,15,17358.93,0,111.9,2.0,10.0,-9.2
C_ab9536c3,1,14,3269.7,1,122.4,2.7,55.0,-0.0
C_2ae7735b,1,14,4144.58,0,96.2,0.5,66.0,0.2
C_0a9cc595,0,7,13472.68,1,73.7,26.9,34.0,7.1
C_cd612ac3,1,9,4363.55,0,71.4,5.3,2.0,-1.0
C_f239051b,1,8,15458.04,1,78.6,12.1,36.0,7.4
C_0faf7aef,1,13,8785.8,0,63.0,17.4,13.0,-2.3
C_f42cc5fb,1,14,11469.51,1,66.4,2.3,37.0,-0.3
C_73231124,0,10,13242.99,2,5.0,3.5,56.0,4.0
C_8cd32d80,1,11,11389.09,1,64.1,2.8,47.0,-1.5
C_493e0d2e,1,5,11659.33,0,77.5,0.5,-4.0,-12.1
C_a0ee1d09,0,12,8376.85,0,71.8,11.3,27.0,-9.0
C_129ea98b,1,9,359.07,1,100.2,35.4,40.0,13.0
C_013b18c2,0,11,879.07,2,111.4,6.7,70.0,-2.4
C_c44f4db1,0,11,887.85,1,41.6,7.0,31.0,1.2
C_4c9adee5,0,4,17193.46,0,20.3,8.3,47.0,-9.4
C_716db1b6,1,3,4917.63,1,104.0,15.1,39.0,-1.0
C_e769d2a2,0,10,4744.07,0,83.3,20.8,20.0,5.0
C_1a5e9b90,1,3,8864.06,2,40.0,3.7,24.0,-14.2
C_883127ee,1,9,8985.11,1,52.2,16.6,30.0,-1.7
C_81357195,1,8,18344.25,2,49.4,11.1,67.0,-1.8
C_f6475e55,1,7,475.5,1,69.5,15.0,16.0,-1.1
C_24e0e8fd,1,6,4889.52,0,110.3,16.5,31.0,9.7
C_46fd091c,1,2,7802.14,1,28.7,2.3,20.0,-4.6
C_e014e24f,1,15,2977.75,1,70.2,6.7,68.0,-5.8
C_55e37670,0,14,5107.71,0,69.0,16.6,45.0,-4.0
C_f6bcdb82,0,16,9549.64,0,5.0,10.6,69.0,11.2
C_8901a6a4,1,8,2831.03,0,147.7,19.9,-32.0,-2.0
C_540683ce,1,8,12805.91,0,67.3,9.8,58.0,0.5
C_dbf40c75,1,8,14866.15,0,100.5,22.1,13.0,-16.8
C_ec82d13e,0,8,10032.04,0,5.0,0.5,20.0,-2.3
C_a0cf59f4,1,14,4348.26,2,127.5,15.2,30.0,-4.0
C_96541f27,0,9,13815.81,0,47.7,0.5,35.0,-2.4
C_8370ea50,0,15,10068.02,2,5.0,23.2,35.0,-4.9
C_a15d3ca8,1,9,4179.68,1,10.2,10.5,17.0,-10.8
C_d7234e17,1,14,9175.25,1,17.0,8.6,32.0,-4.6
C_820e035c,1,13,11675.16,1,32.9,3.7,33.0,6.1
C_1ce4f017,0,15,854.84,1,14.9,18.6,-6.0,-2.3
C_fbcbab3a,0,9,7423.16,1,88.4,17.7,44.0,-13.8
C_c7585a66,1,21,5478.76,1,66.3,9.2,35.0,-10.0
C_bbd591c7,1,9,15768.76,0,77.9,18.7,40.0,-1.3
C_0c336e3e,1,11,4122.43,2,75.1,14.2,23.0,-9.4
C_86c9076f,1,10,4894.2,2,51.4,12.9,36.0,-1.6
